customer_id,first_name,last_name,email,phone,signup_date,region,country
CUST_00001,Amit,Johnson,amit.johnson19@example.com,918925805074,2026-01-08,North,India
CUST_00002,Rahul,Miller,rahul.miller19@example.com,918508810580,2025-07-10,North,India
CUST_00003,Michael,Singh,michael.singh56@example.com,917853536285,2025-12-12,North,India
CUST_00004,David,Johnson,david.johnson17@example.com,918595883644,2025-04-19,South,India
CUST_00005,Michael,Jones,michael.jones82@example.com,917953072651,2026-05-10,East,India
CUST_00006,Isabella,Verma,isabella.verma12@example.com,919347049672,2025-08-26,Central,India
CUST_00007,David,Smith,david.smith93@example.com,917428472271,2025-10-23,West,India
CUST_00008,Olivia,Jones,olivia.jones90@example.com,15025810717,2025-11-11,East,USA
CUST_00009,David,Williams,david.williams84@example.com,918749334946,2025-04-07,East,India
CUST_00010,John,Miller,john.miller47@example.com,15584830316,2025-08-03,Central,USA
CUST_00011,David,Brown,david.brown85@example.com,918084184656,2025-04-19,North,India
CUST_00012,Isabella,Williams,isabella.williams72@example.com,919395821612,2025-08-01,Central,India
CUST_00013,James,Johnson,james.johnson58@example.com,17954546883,2026-02-16,North,UK
CUST_00014,Sarah,Smith,sarah.smith39@example.com,15623686814,2025-03-25,East,UK
CUST_00015,Vijay,Miller,vijay.miller14@example.com,919313378953,2025-12-05,South,India
CUST_00016,Emma,Miller,emma.miller45@example.com,919136173538,2025-08-17,East,India
CUST_00017,Anjali,Johnson,anjali.johnson45@example.com,917482755226,2025-02-14,East,India
CUST_00018,Sarah,Sharma,sarah.sharma35@example.com,918542092493,2026-03-29,East,India
CUST_00019,Isabella,Miller,isabella.miller14@example.com,917475868724,2025-03-02,West,India
CUST_00020,Neha,Jones,neha.jones81@example.com,918201378053,2026-04-04,South,India
CUST_00021,Sarah,Smith,sarah.smith87@example.com,917385993752,2026-01-02,Central,India
CUST_00022,Michael,Smith,michael.smith79@example.com,13113461695,2026-05-16,West,USA
CUST_00023,James,Gupta,james.gupta36@example.com,16119851202,2026-04-03,Central,UK
CUST_00024,Vijay,Verma,vijay.verma17@example.com,918365923709,2025-02-18,South,India
CUST_00025,James,Patel,james.patel98@example.com,16073206161,2026-05-10,Central,Canada
CUST_00026,Olivia,Singh,olivia.singh12@example.com,18006334883,2025-09-04,East,UK
CUST_00027,Amit,Das,amit.das20@example.com,12735201479,2025-07-31,West,USA
CUST_00028,Olivia,Williams,olivia.williams95@example.com,15617692411,2025-09-10,Central,Canada
CUST_00029,Vijay,Brown,vijay.brown40@example.com,917387973840,2025-02-20,East,India
CUST_00030,David,Singh,david.singh35@example.com,917141689248,2025-02-20,Central,India
CUST_00031,Sophia,Singh,sophia.singh18@example.com,918823698385,2025-03-22,South,India
CUST_00032,Michael,Williams,michael.williams74@example.com,17555985672,2025-12-04,West,UK
CUST_00033,Priya,Johnson,priya.johnson70@example.com,917218868920,2025-05-28,East,India
CUST_00034,Sarah,Singh,sarah.singh84@example.com,918145224132,2026-01-25,Central,India
CUST_00035,David,Patel,david.patel41@example.com,15455368096,2025-12-23,East,UK
CUST_00036,John,Miller,john.miller99@example.com,919194380404,2026-03-27,Central,India
CUST_00037,Sarah,Gupta,sarah.gupta51@example.com,16192719938,2026-02-11,East,UK
CUST_00038,Emma,Williams,emma.williams73@example.com,918152470860,2026-03-06,East,India
CUST_00039,Emma,Wilson,emma.wilson53@example.com,919236987943,2025-08-14,East,India
CUST_00040,Rahul,Verma,rahul.verma93@example.com,917509652998,2025-08-18,East,India
CUST_00041,Neha,Davis,neha.davis40@example.com,12354815336,2025-12-04,South,Canada
CUST_00042,Emma,Verma,emma.verma22@example.com,918598017418,2026-04-25,North,India
CUST_00043,Vijay,Patel,vijay.patel47@example.com,918104680588,2025-12-05,North,India
CUST_00044,Amit,Smith,amit.smith58@example.com,918479486980,2026-03-06,North,India
CUST_00045,Emma,Patel,emma.patel26@example.com,917679816415,2025-02-25,South,India
CUST_00046,Isabella,Patel,isabella.patel46@example.com,919318552890,2025-02-14,East,India
CUST_00047,Olivia,Miller,olivia.miller90@example.com,918542152612,2025-11-14,South,India
CUST_00048,Vijay,Williams,vijay.williams24@example.com,19994465702,2025-06-13,Central,Canada
CUST_00049,Sophia,Smith,sophia.smith37@example.com,17727272894,2025-09-28,South,UK
CUST_00050,Sarah,Jones,sarah.jones22@example.com,918725166231,2025-04-17,Central,India
CUST_00051,Robert,Davis,robert.davis29@example.com,16028023606,2025-11-21,East,USA
CUST_00052,Robert,Gupta,robert.gupta92@example.com,14920888453,2025-08-03,West,USA
CUST_00053,Anjali,Williams,anjali.williams99@example.com,15760758639,2025-04-12,South,Canada
CUST_00054,Amit,Jones,amit.jones19@example.com,18953965917,2025-02-22,South,Canada
CUST_00055,Emma,Gupta,emma.gupta10@example.com,14690646753,2026-01-28,North,UK
CUST_00056,Michael,Jones,michael.jones42@example.com,918327336232,2025-04-13,South,India
CUST_00057,Priya,Das,priya.das62@example.com,919250434720,2026-02-11,East,India
CUST_00058,Michael,Davis,michael.davis48@example.com,16370561235,2025-05-08,West,UK
CUST_00059,Neha,Gupta,neha.gupta89@example.com,919471284740,2025-06-07,North,India
CUST_00060,Priya,Verma,priya.verma42@example.com,919323637668,2025-08-10,East,India
CUST_00061,Amit,Davis,amit.davis49@example.com,14305483109,2026-01-19,West,USA
CUST_00062,Emma,Gupta,emma.gupta39@example.com,19869407510,2025-11-05,North,UK
CUST_00063,Sophia,Sharma,sophia.sharma37@example.com,12345165637,2025-12-08,Central,USA
CUST_00064,Emma,Miller,emma.miller50@example.com,13729154884,2025-03-07,West,UK
CUST_00065,Neha,Brown,neha.brown83@example.com,918725697921,2025-04-09,West,India
CUST_00066,Priya,Smith,priya.smith24@example.com,12337931770,2025-04-14,East,USA
CUST_00067,Michael,Johnson,michael.johnson58@example.com,919144938451,2025-02-21,North,India
CUST_00068,Olivia,Johnson,olivia.johnson82@example.com,19467351828,2025-10-05,Central,USA
CUST_00069,James,Das,james.das58@example.com,917582921023,2025-03-10,South,India
CUST_00070,John,Johnson,john.johnson71@example.com,918574844828,2025-11-29,Central,India
CUST_00071,Olivia,Patel,olivia.patel64@example.com,917731561693,2025-10-25,Central,India
CUST_00072,Priya,Patel,priya.patel18@example.com,917830348096,2026-03-11,North,India
CUST_00073,Vijay,Patel,vijay.patel52@example.com,14273741191,2025-03-23,East,Canada
CUST_00074,Emma,Williams,emma.williams66@example.com,17087699781,2025-01-21,North,UK
CUST_00075,Amit,Brown,amit.brown58@example.com,919732388943,2025-07-13,East,India
CUST_00076,Michael,Davis,michael.davis70@example.com,18747801983,2026-05-04,West,USA
CUST_00077,Michael,Brown,michael.brown43@example.com,919070646990,2025-12-19,Central,India
CUST_00078,Rahul,Das,rahul.das52@example.com,14766184999,2025-08-27,North,Canada
CUST_00079,Amit,Jones,amit.jones90@example.com,14202580205,2025-01-12,South,UK
CUST_00080,John,Patel,john.patel53@example.com,16694869912,2026-01-19,North,Canada
CUST_00081,Rahul,Wilson,rahul.wilson93@example.com,919918877286,2026-04-18,North,India
CUST_00082,Olivia,Verma,olivia.verma40@example.com,15927963224,2025-10-05,West,USA
CUST_00083,John,Gupta,john.gupta24@example.com,15197435324,2025-12-06,Central,Canada
CUST_00084,Isabella,Singh,isabella.singh73@example.com,919052016346,2026-04-25,North,India
CUST_00085,James,Singh,james.singh43@example.com,918567987450,2026-05-01,North,India
CUST_00086,Vijay,Wilson,vijay.wilson64@example.com,12095813316,2025-07-08,Central,Canada
CUST_00087,Robert,Patel,robert.patel79@example.com,12744353238,2025-12-01,West,Canada
CUST_00088,Sophia,Johnson,sophia.johnson58@example.com,15062194752,2025-09-25,West,Canada
CUST_00089,Isabella,Williams,isabella.williams98@example.com,917854498542,2025-09-06,East,India
CUST_00090,James,Wilson,james.wilson80@example.com,13497557414,2025-08-02,North,UK
CUST_00091,Sophia,Das,sophia.das30@example.com,919065416838,2026-05-01,West,India
CUST_00092,Michael,Brown,michael.brown23@example.com,917445358086,2025-04-13,West,India
CUST_00093,John,Smith,john.smith78@example.com,917485865513,2026-02-10,Central,India
CUST_00094,John,Das,john.das51@example.com,918591036084,2025-06-19,East,India
CUST_00095,Emma,Patel,emma.patel67@example.com,13181916748,2025-03-11,East,Canada
CUST_00096,Robert,Sharma,robert.sharma95@example.com,919635245902,2026-02-03,South,India
CUST_00097,Emma,Smith,emma.smith53@example.com,14817614606,2025-11-12,Central,UK
CUST_00098,Vijay,Brown,vijay.brown19@example.com,19989461669,2025-03-19,Central,UK
CUST_00099,Amit,Williams,amit.williams12@example.com,15460150199,2026-05-02,East,Canada
CUST_00100,Michael,Johnson,michael.johnson70@example.com,918682222014,2025-01-25,East,India
CUST_00101,Sarah,Patel,sarah.patel57@example.com,14752603557,2025-08-26,North,Canada
CUST_00102,Sarah,Gupta,sarah.gupta55@example.com,17519340145,2026-02-22,Central,USA
CUST_00103,Priya,Gupta,priya.gupta93@example.com,19466741671,2026-04-23,North,UK
CUST_00104,Priya,Wilson,priya.wilson23@example.com,917086297410,2026-03-23,North,India
CUST_00105,Sophia,Singh,sophia.singh50@example.com,919442015053,2026-03-13,North,India
CUST_00106,Emma,Singh,emma.singh18@example.com,14570846478,2025-01-12,Central,USA
CUST_00107,Anjali,Das,anjali.das66@example.com,919057480870,2025-04-29,Central,India
CUST_00108,Anjali,Sharma,anjali.sharma97@example.com,917809184673,2026-03-02,Central,India
CUST_00109,Sarah,Gupta,sarah.gupta66@example.com,15838157384,2025-01-24,East,Canada
CUST_00110,Anjali,Smith,anjali.smith96@example.com,13922769501,2025-04-06,Central,USA
CUST_00111,Amit,Das,amit.das13@example.com,917026315281,2026-04-09,South,India
CUST_00112,Sophia,Williams,sophia.williams96@example.com,917631244581,2025-11-06,North,India
CUST_00113,Vijay,Das,vijay.das68@example.com,19037196798,2025-08-03,South,UK
CUST_00114,Neha,Gupta,neha.gupta10@example.com,918761689142,2025-09-06,Central,India
CUST_00115,Vijay,Brown,vijay.brown32@example.com,14298891922,2026-05-11,East,USA
CUST_00116,John,Singh,john.singh63@example.com,18478027604,2025-03-09,South,USA
CUST_00117,Michael,Miller,michael.miller63@example.com,917547032789,2026-02-03,West,India
CUST_00118,Rahul,Sharma,rahul.sharma59@example.com,917716493604,2025-04-17,North,India
CUST_00119,Rahul,Davis,rahul.davis22@example.com,917816379332,2025-04-18,East,India
CUST_00120,Isabella,Patel,isabella.patel18@example.com,16719381430,2026-04-04,North,Canada
CUST_00121,David,Gupta,david.gupta18@example.com,18767415044,2025-03-31,North,Canada
CUST_00122,Michael,Patel,michael.patel39@example.com,16172203558,2025-07-19,North,USA
CUST_00123,Isabella,Patel,isabella.patel33@example.com,19527806143,2025-03-07,Central,UK
CUST_00124,Isabella,Verma,isabella.verma16@example.com,919021485843,2025-12-26,East,India
CUST_00125,David,Smith,david.smith98@example.com,919664278346,2025-11-22,South,India
CUST_00126,Isabella,Gupta,isabella.gupta85@example.com,16510226673,2025-05-10,East,USA
CUST_00127,Amit,Williams,amit.williams77@example.com,918510517151,2026-02-13,West,India
CUST_00128,Anjali,Jones,anjali.jones87@example.com,917972146111,2025-03-29,East,India
CUST_00129,Emma,Singh,emma.singh31@example.com,918094645483,2026-02-24,Central,India
CUST_00130,James,Miller,james.miller47@example.com,917935577740,2025-06-17,West,India
CUST_00131,Isabella,Verma,isabella.verma18@example.com,15851658477,2025-02-27,North,USA
CUST_00132,Anjali,Williams,anjali.williams31@example.com,917910214118,2025-03-15,South,India
CUST_00133,Sophia,Smith,sophia.smith69@example.com,918336946109,2025-08-18,East,India
CUST_00134,Neha,Singh,neha.singh42@example.com,918526666199,2026-02-20,Central,India
CUST_00135,Anjali,Gupta,anjali.gupta60@example.com,18296134312,2025-02-12,South,UK
CUST_00136,Priya,Davis,priya.davis35@example.com,919095932386,2026-05-01,West,India
CUST_00137,Amit,Singh,amit.singh11@example.com,14012854900,2025-12-02,West,USA
CUST_00138,Amit,Davis,amit.davis28@example.com,918731527067,2026-03-14,West,India
CUST_00139,Rahul,Das,rahul.das13@example.com,919210568449,2025-04-28,South,India
CUST_00140,Anjali,Jones,anjali.jones31@example.com,12898228564,2026-02-11,South,Canada
CUST_00141,John,Johnson,john.johnson25@example.com,19337586811,2025-02-13,West,Canada
CUST_00142,John,Wilson,john.wilson51@example.com,917684878261,2025-09-25,West,India
CUST_00143,Vijay,Gupta,vijay.gupta82@example.com,918524869854,2026-01-30,South,India
CUST_00144,Anjali,Wilson,anjali.wilson28@example.com,15383876325,2026-03-06,South,Canada
CUST_00145,John,Wilson,john.wilson72@example.com,919257852195,2026-02-21,North,India
CUST_00146,John,Williams,john.williams64@example.com,917672107292,2025-07-22,East,India
CUST_00147,Priya,Miller,priya.miller75@example.com,919961117633,2026-02-05,South,India
CUST_00148,James,Davis,james.davis86@example.com,919075766504,2025-08-19,South,India
CUST_00149,Sarah,Smith,sarah.smith10@example.com,918665672504,2025-05-11,East,India
CUST_00150,Emma,Williams,emma.williams99@example.com,919907821428,2025-11-05,West,India
CUST_00151,James,Smith,james.smith20@example.com,918563830814,2025-07-08,South,India
CUST_00152,James,Smith,james.smith66@example.com,917407927720,2025-01-16,North,India
CUST_00153,James,Miller,james.miller98@example.com,16681136086,2026-02-28,South,Canada
CUST_00154,Isabella,Williams,isabella.williams58@example.com,918116045594,2025-04-30,South,India
CUST_00155,Robert,Das,robert.das47@example.com,14235108622,2025-09-08,South,Canada
CUST_00156,Olivia,Jones,olivia.jones81@example.com,918243029391,2026-02-23,South,India
CUST_00157,Isabella,Brown,isabella.brown11@example.com,917082051030,2025-11-02,West,India
CUST_00158,Isabella,Wilson,isabella.wilson97@example.com,919578967669,2026-04-28,West,India
CUST_00159,James,Patel,james.patel86@example.com,919183195664,2025-09-27,South,India
CUST_00160,Priya,Singh,priya.singh14@example.com,14078385764,2025-10-30,West,Canada
CUST_00161,Emma,Wilson,emma.wilson30@example.com,919930496695,2026-01-17,West,India
CUST_00162,Sophia,Patel,sophia.patel80@example.com,918194960511,2025-01-25,South,India
CUST_00163,David,Verma,david.verma13@example.com,918585440201,2026-02-02,West,India
CUST_00164,Rahul,Miller,rahul.miller54@example.com,18650951375,2025-04-17,West,USA
CUST_00165,David,Singh,david.singh94@example.com,918962543544,2025-08-27,North,India
CUST_00166,Sarah,Patel,sarah.patel13@example.com,918151804560,2025-11-24,West,India
CUST_00167,Emma,Smith,emma.smith17@example.com,919328386144,2025-11-24,Central,India
CUST_00168,Michael,Miller,michael.miller58@example.com,918211573151,2025-07-10,North,India
CUST_00169,Isabella,Wilson,isabella.wilson89@example.com,919542895346,2025-12-10,East,India
CUST_00170,Neha,Smith,neha.smith42@example.com,14174835201,2026-01-23,Central,UK
CUST_00171,Sarah,Sharma,sarah.sharma33@example.com,13029674454,2025-08-18,South,USA
CUST_00172,Emma,Patel,emma.patel88@example.com,14719945663,2025-05-22,East,UK
CUST_00173,Sophia,Williams,sophia.williams49@example.com,917936415062,2026-04-11,West,India
CUST_00174,Anjali,Davis,anjali.davis54@example.com,919247017262,2025-03-07,South,India
CUST_00175,Amit,Sharma,amit.sharma25@example.com,919489126535,2025-11-12,North,India
CUST_00176,Isabella,Gupta,isabella.gupta78@example.com,919477742806,2026-02-10,South,India
CUST_00177,Olivia,Patel,olivia.patel89@example.com,17631399486,2025-07-28,East,USA
CUST_00178,Amit,Brown,amit.brown27@example.com,18048091103,2025-04-30,Central,UK
CUST_00179,Michael,Verma,michael.verma32@example.com,918370657001,2025-10-18,South,India
CUST_00180,Anjali,Johnson,anjali.johnson82@example.com,917709182991,2025-12-05,East,India
CUST_00181,Robert,Johnson,robert.johnson47@example.com,919202337610,2025-10-05,East,India
CUST_00182,John,Jones,john.jones91@example.com,918151579948,2025-10-27,Central,India
CUST_00183,Neha,Verma,neha.verma79@example.com,16532663790,2025-01-25,East,USA
CUST_00184,Sarah,Davis,sarah.davis18@example.com,918789193749,2025-11-24,North,India
CUST_00185,Emma,Johnson,emma.johnson83@example.com,919384836134,2025-08-21,Central,India
CUST_00186,Amit,Singh,amit.singh28@example.com,18588452522,2025-11-16,East,Canada
CUST_00187,Neha,Das,neha.das32@example.com,16611700381,2026-04-04,North,USA
CUST_00188,Emma,Singh,emma.singh51@example.com,918115346267,2026-02-23,West,India
CUST_00189,Robert,Das,robert.das87@example.com,917705810889,2025-01-18,East,India
CUST_00190,Michael,Smith,michael.smith81@example.com,917223216466,2025-09-01,North,India
CUST_00191,Isabella,Jones,isabella.jones52@example.com,918662406335,2025-10-30,East,India
CUST_00192,Vijay,Verma,vijay.verma55@example.com,917772550114,2025-08-25,West,India
CUST_00193,Isabella,Das,isabella.das75@example.com,918768387164,2025-10-17,West,India
CUST_00194,Neha,Brown,neha.brown53@example.com,917047927470,2025-10-13,North,India
CUST_00195,Michael,Miller,michael.miller44@example.com,919986143364,2025-01-12,North,India
CUST_00196,Robert,Williams,robert.williams31@example.com,17361897426,2026-03-28,West,UK
CUST_00197,Olivia,Smith,olivia.smith41@example.com,14353049926,2025-12-08,North,UK
CUST_00198,Anjali,Patel,anjali.patel80@example.com,15091977063,2025-10-28,East,UK
CUST_00199,Sophia,Gupta,sophia.gupta75@example.com,17297736391,2025-04-04,South,USA
CUST_00200,James,Das,james.das75@example.com,917607806649,2026-04-15,North,India
CUST_00201,Olivia,Gupta,olivia.gupta23@example.com,919016180888,2025-04-27,East,India
CUST_00202,Anjali,Das,anjali.das88@example.com,917651773769,2025-01-25,East,India
CUST_00203,James,Singh,james.singh52@example.com,918774841235,2026-01-28,South,India
CUST_00204,Robert,Verma,robert.verma53@example.com,16259733904,2025-06-11,East,UK
CUST_00205,David,Sharma,david.sharma13@example.com,12621420698,2025-11-02,West,UK
CUST_00206,Emma,Smith,emma.smith83@example.com,18232095033,2026-02-03,North,UK
CUST_00207,John,Williams,john.williams54@example.com,918630886647,2025-08-25,North,India
CUST_00208,Michael,Singh,michael.singh94@example.com,918069033700,2025-08-10,East,India
CUST_00209,Sarah,Williams,sarah.williams16@example.com,917725037984,2025-01-02,North,India
CUST_00210,Neha,Jones,neha.jones28@example.com,14017655436,2025-06-19,Central,UK
CUST_00211,Emma,Davis,emma.davis96@example.com,917942550462,2025-05-01,South,India
CUST_00212,Anjali,Verma,anjali.verma75@example.com,13183716353,2026-01-19,South,USA
CUST_00213,David,Johnson,david.johnson37@example.com,12548187650,2025-03-11,West,Canada
CUST_00214,John,Smith,john.smith23@example.com,918185731327,2026-04-13,South,India
CUST_00215,Emma,Johnson,emma.johnson55@example.com,917481046288,2026-01-28,West,India
CUST_00216,Olivia,Williams,olivia.williams61@example.com,917523496156,2025-03-17,North,India
CUST_00217,Amit,Jones,amit.jones33@example.com,19828681409,2025-06-16,West,UK
CUST_00218,Olivia,Wilson,olivia.wilson37@example.com,919041843428,2025-02-03,West,India
CUST_00219,John,Sharma,john.sharma64@example.com,917592234486,2025-07-24,South,India
CUST_00220,John,Jones,john.jones42@example.com,919464662246,2025-05-26,East,India
CUST_00221,Isabella,Wilson,isabella.wilson87@example.com,13326048356,2025-06-17,North,UK
CUST_00222,Anjali,Brown,anjali.brown35@example.com,17969351616,2025-01-22,East,Canada
CUST_00223,Sarah,Davis,sarah.davis86@example.com,917971080712,2025-12-19,East,India
CUST_00224,Neha,Sharma,neha.sharma31@example.com,917363994144,2025-04-17,North,India
CUST_00225,Olivia,Wilson,olivia.wilson35@example.com,917953696777,2025-09-19,East,India
CUST_00226,Rahul,Singh,rahul.singh46@example.com,919184448710,2026-02-23,West,India
CUST_00227,Priya,Jones,priya.jones96@example.com,917435640169,2026-04-23,West,India
CUST_00228,Neha,Smith,neha.smith23@example.com,919457856305,2026-01-17,Central,India
CUST_00229,Isabella,Jones,isabella.jones25@example.com,917902169468,2025-07-23,North,India
CUST_00230,Priya,Miller,priya.miller17@example.com,19973926436,2025-12-27,North,UK
CUST_00231,James,Jones,james.jones91@example.com,18617169534,2026-05-10,Central,Canada
CUST_00232,Neha,Singh,neha.singh13@example.com,919688165572,2025-09-30,Central,India
CUST_00233,Priya,Das,priya.das61@example.com,918743466869,2026-01-24,Central,India
CUST_00234,Sophia,Brown,sophia.brown60@example.com,917740549390,2026-02-03,South,India
CUST_00235,Sophia,Davis,sophia.davis68@example.com,919050042227,2025-08-13,West,India
CUST_00236,James,Johnson,james.johnson32@example.com,918801092739,2026-01-21,North,India
CUST_00237,John,Williams,john.williams13@example.com,918836747856,2025-09-12,South,India
CUST_00238,Sophia,Davis,sophia.davis30@example.com,918288260195,2025-01-02,West,India
CUST_00239,Sarah,Williams,sarah.williams81@example.com,14974604232,2025-12-26,North,USA
CUST_00240,Olivia,Brown,olivia.brown10@example.com,19530731585,2025-11-19,East,Canada
CUST_00241,Robert,Smith,robert.smith47@example.com,13864651511,2025-11-02,East,USA
CUST_00242,Olivia,Patel,olivia.patel96@example.com,918545597262,2025-06-11,North,India
CUST_00243,Michael,Das,michael.das14@example.com,918906940200,2026-03-16,East,India
CUST_00244,Olivia,Davis,olivia.davis57@example.com,919600506118,2026-04-20,West,India
CUST_00245,Emma,Johnson,emma.johnson70@example.com,17516462273,2025-03-25,East,UK
CUST_00246,Anjali,Wilson,anjali.wilson61@example.com,12417545587,2025-06-25,West,Canada
CUST_00247,Olivia,Williams,olivia.williams44@example.com,17422430080,2026-02-17,East,USA
CUST_00248,Emma,Jones,emma.jones87@example.com,13631128544,2025-10-07,West,Canada
CUST_00249,Michael,Singh,michael.singh75@example.com,918905473492,2025-09-23,South,India
CUST_00250,Sarah,Jones,sarah.jones89@example.com,919442167161,2025-04-21,West,India
CUST_00251,Sarah,Jones,sarah.jones48@example.com,917317079459,2025-04-06,West,India
CUST_00252,Olivia,Wilson,olivia.wilson48@example.com,919597804539,2025-12-01,South,India
CUST_00253,Olivia,Johnson,olivia.johnson93@example.com,13909434648,2025-11-04,South,Canada
CUST_00254,Robert,Singh,robert.singh66@example.com,918339692035,2025-12-21,East,India
CUST_00255,Sophia,Johnson,sophia.johnson96@example.com,919915159730,2025-09-30,East,India
CUST_00256,John,Patel,john.patel94@example.com,919102988743,2026-04-08,South,India
CUST_00257,Vijay,Singh,vijay.singh87@example.com,18855615406,2025-09-11,North,UK
CUST_00258,Amit,Gupta,amit.gupta93@example.com,919969678756,2025-07-28,Central,India
CUST_00259,Michael,Patel,michael.patel44@example.com,12570961627,2026-03-18,North,USA
CUST_00260,Isabella,Wilson,isabella.wilson11@example.com,13946294526,2026-03-29,South,USA
CUST_00261,Sarah,Verma,sarah.verma64@example.com,918098191174,2026-02-26,West,India
CUST_00262,Sophia,Das,sophia.das59@example.com,918039134390,2026-03-20,Central,India
CUST_00263,Neha,Davis,neha.davis92@example.com,13437202093,2025-06-15,East,Canada
CUST_00264,Olivia,Das,olivia.das38@example.com,17540104418,2025-02-07,East,USA
CUST_00265,Robert,Davis,robert.davis75@example.com,918796394714,2025-07-27,East,India
CUST_00266,Robert,Sharma,robert.sharma95@example.com,919039453486,2025-12-05,North,India
CUST_00267,Priya,Singh,priya.singh62@example.com,14304291092,2025-05-30,North,USA
CUST_00268,Neha,Sharma,neha.sharma38@example.com,918547881335,2025-12-14,Central,India
CUST_00269,Priya,Gupta,priya.gupta40@example.com,18849102293,2026-04-06,Central,USA
CUST_00270,Amit,Williams,amit.williams15@example.com,19346435394,2025-02-24,South,UK
CUST_00271,Vijay,Das,vijay.das43@example.com,918292617763,2025-06-22,West,India
CUST_00272,Vijay,Smith,vijay.smith84@example.com,918002321797,2026-03-05,South,India
CUST_00273,James,Williams,james.williams39@example.com,15031011802,2025-08-16,Central,Canada
CUST_00274,Emma,Singh,emma.singh31@example.com,917058046674,2025-08-31,West,India
CUST_00275,Emma,Smith,emma.smith69@example.com,16544318382,2025-02-28,West,Canada
CUST_00276,Amit,Brown,amit.brown47@example.com,919773927596,2025-07-31,Central,India
CUST_00277,Sarah,Gupta,sarah.gupta71@example.com,19115438802,2025-04-12,North,UK
CUST_00278,Neha,Verma,neha.verma33@example.com,18844618549,2026-02-03,North,UK
CUST_00279,Neha,Verma,neha.verma50@example.com,12916740378,2025-04-15,North,USA
CUST_00280,Isabella,Smith,isabella.smith37@example.com,919938241911,2025-06-20,East,India
CUST_00281,Robert,Singh,robert.singh24@example.com,919553693990,2026-02-24,East,India
CUST_00282,Michael,Johnson,michael.johnson68@example.com,17761589198,2025-02-18,Central,Canada
